round,uf,date,temp_min,temp_med,rainy_days,rel_humid_med
round_1,AC,2022-06-26,20.85619219181418,24.11417942780704,5.910459574189882,82.86263624123166
round_1,AC,2022-07-03,19.565494238577543,22.93401930555809,6.007333246848405,91.52492969272184
round_1,AC,2022-07-10,19.259876779927165,22.656832442069632,6.025434689556802,90.34172209109244
round_1,AC,2022-07-17,19.012184057619148,22.71179803275572,5.634869715459105,87.87888788057101
round_1,AC,2022-07-24,19.243468288254657,23.12905691685799,5.46532999482324,85.20100851837293
round_1,AC,2022-07-31,19.39691240946054,23.59474785346054,4.767765354192786,82.54545737701345
round_1,AC,2022-08-07,19.314292258439995,23.48222029485101,4.9588580165565865,74.81961292861413
round_1,AC,2022-08-14,19.532645211913003,23.6303749540652,5.701185494545077,75.43483294192713
round_1,AC,2022-08-21,19.83277542327408,23.89504966343267,5.858656301770172,74.67181767250725
round_1,AC,2022-08-28,19.92948123764285,23.751063211540117,6.131943602095869,76.51163642969298
round_1,AC,2022-09-04,21.399018007545767,25.217852144942473,6.321059926242474,67.45303536359326
round_1,AC,2022-09-11,21.72461034928584,25.35924535142192,6.895944908826931,70.37886926671409
round_1,AC,2022-09-18,21.83863600973542,25.522984254043173,6.74217580384725,70.2395535370241
round_1,AC,2022-09-25,21.686421005706,25.184663827111414,6.829644857388272,72.08542682828204
round_1,AC,2022-10-02,22.811469133195533,26.022227228592275,6.971385344628731,76.2236011845208
round_1,AC,2022-10-09,22.836944904433977,25.983184837848324,7.0,77.08150866192378
round_1,AC,2022-10-16,22.659218895356354,25.68212342198618,6.965423024371069,78.04103307635089
round_1,AC,2022-10-23,22.77006627272784,25.649064064612418,7.0,79.57657438862758
round_1,AC,2022-10-30,22.81675777154605,25.582743053919145,6.986921638898973,79.63833255666302
round_1,AC,2022-11-06,22.877238305089108,25.53587308824303,6.990317422984898,83.80716568523161
round_1,AC,2022-11-13,23.01891776841111,25.570530201375508,6.965591608303046,84.20812075519217
round_1,AC,2022-11-20,23.08126827785693,25.70351200781959,7.0,84.00366565898068
round_1,AC,2022-11-27,23.3851054407199,25.895472118770144,7.0,84.13775404540614
round_1,AC,2022-12-04,22.968240643204577,25.33952535750562,7.0,87.86436479771866
round_1,AC,2022-12-11,22.98673771074729,25.42516972217798,7.0,87.32292327359964
round_1,AC,2022-12-18,22.858714789946667,25.260621036265505,7.0,87.52165905022396
round_1,AC,2022-12-25,22.957994118550268,25.28864368952701,6.7391304347826075,87.76701999268086
round_1,AC,2023-01-01,22.84317026012535,25.217410183906196,6.998993193696377,88.1697038190528
round_1,AC,2023-01-08,22.870739960107983,25.252298520955588,6.985193816727527,88.07573613221923
round_1,AC,2023-01-15,22.73583230917371,25.02388764814632,6.9991589708757225,89.29005310789158
round_1,AC,2023-01-22,22.813837040123193,25.13430034188769,7.0,89.11874714991777
round_1,AC,2023-01-29,22.951774907795752,25.266885832336985,7.0,88.46965062741998
round_1,AC,2023-02-05,22.924983348801845,25.21581781142421,6.998228219523596,88.9039563604182
round_1,AC,2023-02-12,22.80307788011512,25.06111323241045,7.0,89.48942089761178
round_1,AC,2023-02-19,22.757646910215794,24.90770952398183,7.0,90.34907317609776
round_1,AC,2023-02-26,22.70444418455003,25.0341415459503,6.959388917392425,88.9010342509952
round_1,AC,2023-03-05,22.83059577668238,25.128224196912665,7.0,89.6949629988419
round_1,AC,2023-03-12,22.784520880145628,25.153544796073565,7.0,88.9917144847073
round_1,AC,2023-03-19,22.65076377274896,24.84638864957912,7.0,90.69437782004584
round_1,AC,2023-03-26,22.458360546478108,24.690445580671444,7.0,90.52947022166104
round_1,AC,2023-04-02,22.65495325344246,24.922364892418447,6.934703653135145,90.22380215798148
round_1,AC,2023-04-09,22.580096085155475,24.925515500529368,6.890426544879108,89.40674670406045
round_1,AC,2023-04-16,22.427909358234142,24.82873892633304,6.986099544181585,88.86314207697876
round_1,AC,2023-04-23,22.08913389402855,24.517561890861924,6.861457818557173,89.27550417635445
round_1,AC,2023-04-30,21.942985463454672,24.460924333871983,6.903003093917394,88.36711443624466
round_1,AC,2023-05-07,21.52710660894422,24.13819986063662,6.332882149337511,86.50088446397785
round_1,AC,2023-05-14,21.72572179198262,24.241404516553743,6.676892509722939,88.29079669462259
round_1,AC,2023-05-21,21.55543458335652,24.160389120643647,6.930766543451417,88.46885199603759
round_1,AC,2023-05-28,21.371603563357436,24.03371244960069,6.830689387251756,88.1929300662093
round_1,AC,2023-06-04,21.181369375222587,23.82316770038917,6.865501759145621,88.17258207480451
round_1,AC,2023-06-11,21.207174678958065,24.13908644043457,6.717789572713745,87.08039324880374
round_1,AC,2023-06-18,20.572499916358513,23.755278292366107,6.353135086376203,84.40978739728156
round_1,AC,2023-06-25,20.85619219181418,24.11417942780704,5.910459574189882,82.86263624123166
round_1,AC,2023-07-02,21.057788031217807,24.426313098198342,6.007333246848405,81.70918989646098
round_1,AC,2023-07-09,20.752170572567422,24.149126234709893,6.025434689556802,80.52598229483159
round_1,AC,2023-07-16,20.5044778502594,24.204091825395977,5.634869715459105,78.06314808431014
round_1,AC,2023-07-23,20.73576208089491,24.62135070949826,5.46532999482324,75.38526872211207
round_1,AC,2023-07-30,20.8892062021008,25.087041646100797,4.767765354192786,72.72971758075259
round_1,AC,2023-08-06,21.46391523214859,25.63184326855961,4.9588580165565865,72.46013658861588
round_1,AC,2023-08-13,21.6822681856216,25.779997927773795,5.701185494545077,73.07535660192887
round_1,AC,2023-08-20,21.98239839698268,26.044672637141264,5.858656301770172,72.31234133250898
round_1,AC,2023-08-27,22.07910421135144,25.900686185248716,6.131943602095869,74.15216008969473
round_1,AC,2023-09-03,22.369944219652737,26.188778357049433,6.321059926242474,75.11094427794121
round_1,AC,2023-09-10,22.695536561392803,26.33017156352889,6.895944908826931,78.03677818106205
round_1,AC,2023-09-17,22.809562221842388,26.493910466150137,6.74217580384725,77.89746245137206
round_1,AC,2023-09-24,22.65734721781297,26.155590039218374,6.829644857388272,79.74333574263
round_1,AC,2023-10-01,22.984507683736226,26.195265779132964,6.971385344628731,82.68126803707023
round_1,AL,2022-06-26,21.09940432075551,23.063398505770017,7.0,83.42204185856721
round_1,AL,2022-07-03,21.652970938336654,23.645858565821236,6.995213795757007,84.13119148727189
